sequence_name,gc_content,P2,RNA,terH,total_score
sample4370,38.01141769743102,0.021572387344199424,0.23832221163012393,0.011052378664103796,0
sample3667,37.78735632183908,0.021572387344199424,0.2398276687410244,0.011020603737422138,0
sample2158,36.38104356151268,0.021572387344199424,0.2389846743295019,0.011020603737422138,0
sample91,35.26039178213091,0.021572387344199424,0.24040307101727448,0.01098901098901099,0
sample7591,34.528933524629366,0.021572387344199424,0.23889154323936931,0.011004784688995215,0
sample319,32.02301054650048,0.021572387344199424,0.24111431316042267,0.011073663938372653,0
sample4259,31.160115052732504,0.021572387344199424,0.2400384061449832,0.011031175059952039,0
sample4386,29.549808429118773,0.021572387344199424,0.23804971319311663,0.011257953989231522,0
sample7657,23.670340201245807,0.021572387344199424,0.2361376673040153,0.011020603737422138,0
sample679,21.380632790028763,0.021572387344199424,0.23484486873508353,0.011036468330134356,0
sample4708,19.971264367816094,0.021572387344199424,0.23478677527551509,0.011047070124879923,0
sample5941,55.76831019626616,0.02156205079060853,0.23864179818268771,0.011010052656773576,0
sample6504,55.656324582338904,0.02156205079060853,0.239618138424821,0.010994263862332695,0
sample6718,54.34679334916865,0.02156205079060853,0.23800475059382423,0.010926365795724466,0
sample4967,54.08114558472554,0.02156205079060853,0.23973256924546324,0.010978520286396181,0
sample2630,50.95693779904306,0.02156205079060853,0.24088291746641075,0.011063011063011063,0
sample2796,50.717703349282296,0.02156205079060853,0.2407673860911271,0.011015325670498084,0
sample908,48.01149976042166,0.02156205079060853,0.24088291746641075,0.011057692307692308,0
sample1456,46.12068965517241,0.02156205079060853,0.24065196548418025,0.011031175059952039,0
sample8013,45.97701149425287,0.02156205079060853,0.2416947520462205,0.011015325670498084,0
sample1029,45.78947368421053,0.02156205079060853,0.23980815347721823,0.011010052656773576,0
sample4857,45.09803921568628,0.02156205079060853,0.24019138755980862,0.010999521759923482,0
sample374,42.83660757067561,0.02156205079060853,0.24065196548418025,0.011036468330134356,0
sample5531,41.159559175850504,0.02156205079060853,0.24065196548418025,0.011068334937439845,0
sample2699,40.37356321839081,0.02156205079060853,0.24042145593869732,0.011052378664103796,0
sample3179,40.344992812649735,0.02156205079060853,0.2399232245681382,0.011138014527845037,0
sample7192,38.28461907043603,0.02156205079060853,0.2420135527589545,0.011057692307692308,0
sample6867,37.90129372304744,0.02156205079060853,0.24063400576368876,0.011047070124879923,0
sample9732,37.47005270723527,0.02156205079060853,0.2416626389560174,0.011036468330134356,0
sample1339,36.0632183908046,0.02156205079060853,0.24157844080846969,0.01102588686481304,0
sample7488,35.361763296597985,0.02156205079060853,0.24298160696999033,0.01108433734939759,0
sample9187,34.96168582375479,0.02156205079060853,0.24015369836695485,0.011015325670498084,0
sample4433,34.68705207835642,0.02156205079060853,0.23759541984732824,0.01121951219512195,0
sample8960,33.87637757546718,0.02156205079060853,0.24157844080846969,0.011052378664103796,0
sample1467,32.247244849065645,0.02156205079060853,0.23827751196172248,0.011036468330134356,0
sample1610,32.18390804597701,0.02156205079060853,0.23827751196172248,0.01102588686481304,0
sample4066,31.252977608384946,0.02156205079060853,0.23942307692307693,0.01095759885659838,0
sample9812,31.211105792245093,0.02156205079060853,0.23932853717026378,0.011015325670498084,0
sample377,30.761859127934834,0.02156205079060853,0.24028776978417266,0.01102588686481304,0
sample9253,30.522280785816964,0.02156205079060853,0.23976889744824265,0.011041766682669226,0
sample4692,30.497131931166347,0.02156205079060853,0.23770883054892603,0.011073663938372653,0
sample5074,29.65979875419262,0.02156205079060853,0.241864983001457,0.011095031355523395,0
sample493,28.509822712026832,0.02156205079060853,0.23515325670498086,0.011036468330134356,0
sample1343,28.263988522238165,0.02156205079060853,0.23829990448901622,0.011068334937439845,0
sample4395,23.982766874102442,0.02156205079060853,0.23355576739752146,0.011010052656773576,0
sample1245,23.18007662835249,0.02156205079060853,0.23422562141491396,0.011015325670498084,0
sample7674,18.94736842105263,0.02156205079060853,0.22727272727272727,0.01102588686481304,0
sample4412,51.81818181818182,0.021551724137931036,0.23934897079942558,0.011010052656773576,0
sample5938,51.7472474868358,0.021551724137931036,0.24053665548634404,0.01102588686481304,0
sample9183,50.047892720306514,0.021551724137931036,0.24053665548634404,0.01102588686481304,0
sample5142,49.2816091954023,0.021551724137931036,0.23994252873563218,0.011036468330134356,0
sample389,48.08429118773947,0.021551724137931036,0.23994252873563218,0.011047070124879923,0
sample957,46.74329501915709,0.021551724137931036,0.24123017779913503,0.011041766682669226,0
sample8386,46.50383141762452,0.021551724137931036,0.23934897079942558,0.01102588686481304,0
sample4322,42.337164750957854,0.021551724137931036,0.24065196548418025,0.011031175059952039,0
sample2102,40.754897276636406,0.021551724137931036,0.23959827833572453,0.01098901098901099,0
sample3502,40.68932503590234,0.021551724137931036,0.24030636668262326,0.011031175059952039,0
sample5464,40.50693448110952,0.021551724137931036,0.24019138755980862,0.011010052656773576,0
sample4101,38.39541547277937,0.021551724137931036,0.2385496183206107,0.010999521759923482,0
sample5138,36.877394636015325,0.021551724137931036,0.24053665548634404,0.011148812409112942,0
sample8527,33.63636363636363,0.021551724137931036,0.23971291866028707,0.011004784688995215,0
sample8803,33.5246293639407,0.021551724137931036,0.23829990448901622,0.01110574601641719,0
sample5664,33.09421329507413,0.021551724137931036,0.23770883054892603,0.011031175059952039,0
sample5910,32.98279158699809,0.021551724137931036,0.23936932632584806,0.011078998073217727,0
sample243,32.950741272118606,0.021551724137931036,0.23782234957020057,0.011020603737422138,0
sample9968,32.088122605363985,0.021551724137931036,0.23875598086124403,0.011031175059952039,0
sample800,31.961722488038276,0.021551724137931036,0.23827751196172248,0.011052378664103796,0
sample9662,29.980842911877396,0.021551724137931036,0.24017257909875359,0.011057692307692308,0
sample5083,28.82409177820268,0.021551724137931036,0.24109720885466795,0.010994263862332695,0
sample8029,26.45933014354067,0.021551724137931036,0.23546234509056244,0.011041766682669226,0
sample1961,25.0,0.021551724137931036,0.23579952267303103,0.011073663938372653,0
sample6095,24.42528735632184,0.021551724137931036,0.2340324118207817,0.011031175059952039,0
sample4022,22.857142857142858,0.021551724137931036,0.2329222011385199,0.010983763132760267,0
sample2678,22.653256704980844,0.021551724137931036,0.2356046065259117,0.011041766682669226,0
sample8517,18.103448275862068,0.021551724137931036,0.22666025024061598,0.011208576998050682,0
sample7184,55.55555555555556,0.0215414073719483,0.23773225345402574,0.010968049594659036,0
sample7054,53.031026252983295,0.0215414073719483,0.239618138424821,0.010983763132760267,0
sample5213,51.483253588516746,0.0215414073719483,0.23875598086124403,0.011004784688995215,0
sample9645,50.526315789473685,0.0215414073719483,0.24019138755980862,0.011020603737422138,0
sample8893,49.593106749640974,0.0215414073719483,0.24028776978417266,0.011020603737422138,0
sample3386,48.493543758967,0.0215414073719483,0.24019138755980862,0.010999521759923482,0
sample5989,47.86979415988511,0.0215414073719483,0.2407673860911271,0.01102588686481304,0
sample7497,47.33079122974261,0.0215414073719483,0.2386850881372082,0.01097328244274809,0
sample9822,45.962732919254655,0.0215414073719483,0.24019138755980862,0.010994263862332695,0
sample3907,45.219885277246654,0.0215414073719483,0.24019138755980862,0.011015325670498084,0
sample9556,44.6676231468197,0.0215414073719483,0.24042145593869732,0.011004784688995215,0
sample7013,43.24582338902148,0.0215414073719483,0.23925501432664756,0.010983763132760267,0
sample2680,42.32424677187949,0.0215414073719483,0.24053665548634404,0.011068334937439845,0
sample3134,41.770334928229666,0.0215414073719483,0.2398276687410244,0.01108433734939759,0
sample6633,41.26376256582097,0.0215414073719483,0.24005749880210828,0.011041766682669226,0
sample177,39.31133428981349,0.0215414073719483,0.24019138755980862,0.011057692307692308,0
sample595,39.13875598086124,0.0215414073719483,0.24053665548634404,0.01102588686481304,0
sample9902,38.96601244614648,0.0215414073719483,0.24053665548634404,0.01102588686481304,0
sample7339,37.177033492822964,0.0215414073719483,0.24019138755980862,0.011020603737422138,0
sample8507,36.9326325848065,0.0215414073719483,0.24065196548418025,0.01098901098901099,0
sample6685,36.47678314983246,0.0215414073719483,0.24017257909875359,0.01102588686481304,0
sample2369,35.71086644327429,0.0215414073719483,0.24063400576368876,0.01102588686481304,0
sample8162,34.72022955523673,0.0215414073719483,0.23923444976076555,0.011004784688995215,0
sample7757,34.41838200095739,0.0215414073719483,0.23864179818268771,0.011020603737422138,0
sample295,34.226902824317854,0.0215414073719483,0.23754789272030652,0.011015325670498084,0
sample5567,34.17782026768642,0.0215414073719483,0.24088291746641075,0.011057692307692308,0
sample8176,34.098517455762796,0.0215414073719483,0.23959827833572453,0.011031175059952039,0
sample9984,33.763749402199906,0.0215414073719483,0.23934897079942558,0.011004784688995215,0
sample2964,31.977022498803255,0.0215414073719483,0.24015369836695485,0.011036468330134356,0
sample8075,31.27984718242598,0.0215414073719483,0.24017257909875359,0.010983763132760267,0
sample3637,31.16323599808521,0.0215414073719483,0.23864179818268771,0.011031175059952039,0
sample1217,27.812350406893252,0.0215414073719483,0.23811809889582333,0.011041766682669226,0
sample2814,26.92491630798661,0.0215414073719483,0.23782234957020057,0.010999521759923482,0
sample898,26.53644592663173,0.0215414073719483,0.2356294536817102,0.01098901098901099,0
sample4118,59.71360381861575,0.0215311004784689,0.2390267175572519,0.01098901098901099,0
sample1844,52.10526315789474,0.0215311004784689,0.24042145593869732,0.01102588686481304,0
sample3039,51.04861773117255,0.0215311004784689,0.23938960419647115,0.0109628217349857,0
sample772,49.25872788139646,0.0215311004784689,0.24030636668262326,0.011020603737422138,0
sample4610,49.04397705544933,0.0215311004784689,0.23996175908221798,0.011031175059952039,0
sample5187,44.00382226469183,0.0215311004784689,0.23936932632584806,0.01098901098901099,0
sample875,43.6154949784792,0.0215311004784689,0.2391200382592061,0.01102588686481304,0
sample8608,42.01520912547529,0.0215311004784689,0.23870660960532572,0.010931558935361217,0
sample4703,41.527446300715994,0.0215311004784689,0.23889154323936931,0.010983763132760267,0
sample3054,40.97421203438395,0.0215311004784689,0.23973256924546324,0.011041766682669226,0
sample9143,40.76555023923445,0.0215311004784689,0.2407496395963479,0.011047070124879923,0
sample9323,39.285714285714285,0.0215311004784689,0.2407673860911271,0.010978520286396181,0
sample5071,38.75894988066826,0.0215311004784689,0.23936932632584806,0.010983763132760267,0
sample6865,38.674296614210775,0.0215311004784689,0.239618138424821,0.011068334937439845,0
sample7703,37.464114832535884,0.0215311004784689,0.24053665548634404,0.011041766682669226,0
sample1505,37.32057416267943,0.0215311004784689,0.23980815347721823,0.011057692307692308,0
sample5357,36.81449690033381,0.0215311004784689,0.2391200382592061,0.010978520286396181,0
sample8536,36.72883787661406,0.0215311004784689,0.24030636668262326,0.010999521759923482,0
sample7814,36.26844359828653,0.0215311004784689,0.23786869647954328,0.010968049594659036,0
sample9205,34.894837476099426,0.0215311004784689,0.23829990448901622,0.010994263862332695,0
sample3362,34.30622009569378,0.0215311004784689,0.2398276687410244,0.011010052656773576,0
sample8998,34.066985645933016,0.0215311004784689,0.2391200382592061,0.011052378664103796,0
sample8792,32.77511961722488,0.0215311004784689,0.23793597706641184,0.011015325670498084,0
sample4489,32.680363115145724,0.0215311004784689,0.23946360153256704,0.011036468330134356,0
sample9707,32.67942583732057,0.0215311004784689,0.24040307101727448,0.011073663938372653,0
sample8618,30.669856459330145,0.0215311004784689,0.23923444976076555,0.01102588686481304,0
sample8242,28.03426939552594,0.0215311004784689,0.23798191337458352,0.010947168015230843,0
sample5372,26.303204208512675,0.0215311004784689,0.2407766990291262,0.011047070124879923,0
sample5563,25.980861244019138,0.0215311004784689,0.23263558515699334,0.011015325670498084,0
sample2971,25.800286669851886,0.0215311004784689,0.2358265840876608,0.01098901098901099,0
sample6243,52.34225621414914,0.021520803443328552,0.23852772466539196,0.011015325670498084,0
sample3694,50.57251908396947,0.021520803443328552,0.23996175908221798,0.010983763132760267,0
sample9628,49.6903287279657,0.021520803443328552,0.23916150547879944,0.01097328244274809,0
sample443,47.82400765184122,0.021520803443328552,0.2390057361376673,0.011010052656773576,0
sample7664,47.08413001912046,0.021520803443328552,0.23971291866028707,0.010994263862332695,0
sample8469,47.044804575786465,0.021520803443328552,0.2386634844868735,0.0109628217349857,0
sample8125,45.71975131516021,0.021520803443328552,0.2407673860911271,0.011015325670498084,0
sample9124,43.64851957975167,0.021520803443328552,0.23914081145584726,0.010994263862332695,0
sample5225,41.491395793499045,0.021520803443328552,0.2398276687410244,0.010994263862332695,0
sample8994,40.7442748091603,0.021520803443328552,0.23891273247496422,0.010983763132760267,0
sample7795,40.15223596574691,0.021520803443328552,0.23938960419647115,0.011020603737422138,0
sample1602,39.45480631276901,0.021520803443328552,0.24053665548634404,0.01102588686481304,0
sample8413,38.67112810707457,0.021520803443328552,0.23934897079942558,0.010994263862332695,0
sample3347,38.01337153772684,0.021520803443328552,0.23936932632584806,0.010983763132760267,0
sample289,37.98375537505972,0.021520803443328552,0.23996175908221798,0.01098901098901099,0
sample3930,37.95411089866157,0.021520803443328552,0.2384137601528906,0.010994263862332695,0
sample8919,36.137667304015295,0.021520803443328552,0.2387774594078319,0.011004784688995215,0
sample9380,36.059301769488286,0.021520803443328552,0.24042145593869732,0.011063011063011063,0
sample1716,35.92557251908397,0.021520803443328552,0.23936932632584806,0.010978520286396181,0
sample4969,35.92557251908397,0.021520803443328552,0.23925501432664756,0.010983763132760267,0
sample7536,35.80305927342256,0.021520803443328552,0.23936932632584806,0.011041766682669226,0
sample5437,35.00717360114778,0.021520803443328552,0.24099855976956314,0.01102588686481304,0
sample5445,34.24198947871832,0.021520803443328552,0.24134615384615385,0.01102588686481304,0
sample88,34.209268991877686,0.021520803443328552,0.24099855976956314,0.010994263862332695,0
sample3167,33.11036789297659,0.021520803443328552,0.23959827833572453,0.011031175059952039,0
sample5947,32.122370936902485,0.021520803443328552,0.2384137601528906,0.010994263862332695,0
sample5857,31.755141080822572,0.021520803443328552,0.24157844080846969,0.011004784688995215,0
sample551,31.062410671748452,0.021520803443328552,0.2361904761904762,0.011068334937439845,0
sample8433,30.353728489483746,0.021520803443328552,0.23864179818268771,0.010994263862332695,0
sample4276,30.17694882831181,0.021520803443328552,0.23605150214592274,0.011031175059952039,0
sample8223,30.12912482065997,0.021520803443328552,0.2390057361376673,0.011068334937439845,0
sample608,29.81366459627329,0.021520803443328552,0.2375717017208413,0.011068334937439845,0
sample161,29.73231357552581,0.021520803443328552,0.23627684964200477,0.011052378664103796,0
sample3950,29.689737470167064,0.021520803443328552,0.23914081145584726,0.010978520286396181,0
sample9832,28.024868483978956,0.021520803443328552,0.23766171538092956,0.011020603737422138,0
sample4175,27.78574844571975,0.021520803443328552,0.23605150214592274,0.011015325670498084,0
sample6507,26.733620277379245,0.021520803443328552,0.23959827833572453,0.01102588686481304,0
sample4653,26.15973218555715,0.021520803443328552,0.2375717017208413,0.011047070124879923,0
sample7388,26.026743075453677,0.021520803443328552,0.23984526112185686,0.010983763132760267,0
sample9081,25.643469971401334,0.021520803443328552,0.2372558361124345,0.01098901098901099,0
sample284,24.342419894787184,0.021520803443328552,0.23546234509056244,0.01102588686481304,0
sample5966,23.804971319311665,0.021520803443328552,0.23901496861419605,0.01102588686481304,0
sample4002,18.603538976566238,0.021520803443328552,0.2261116367076632,0.011031175059952039,0
sample427,56.52173913043478,0.021510516252390057,0.23807251908396945,0.010999521759923482,0
sample8542,56.51350071056371,0.021510516252390057,0.23780198957839888,0.010910815939278937,0
sample9432,53.096926713947994,0.021510516252390057,0.23735224586288417,0.010879848628192999,0
sample468,52.246653919694076,0.021510516252390057,0.2390057361376673,0.010999521759923482,0
sample4331,51.864244741873804,0.021510516252390057,0.23948374760994265,0.011004784688995215,0
sample1301,50.955109837631326,0.021510516252390057,0.23984710941232681,0.010983763132760267,0
sample9565,49.617590822179736,0.021510516252390057,0.2405002405002405,0.011031175059952039,0
sample49,49.139579349904395,0.021510516252390057,0.24007651841224295,0.011010052656773576,0
sample2142,48.39942666029623,0.021510516252390057,0.24007651841224295,0.01098901098901099,0
sample8767,47.97715373631604,0.021510516252390057,0.23950381679389313,0.010947168015230843,0
sample6211,46.30071599045346,0.021510516252390057,0.239618138424821,0.011004784688995215,0
sample9640,44.651384909264564,0.021510516252390057,0.23914081145584726,0.011004784688995215,0
sample4154,44.42857142857143,0.021510516252390057,0.23845787720133269,0.010968049594659036,0
sample1270,43.71715241280459,0.021510516252390057,0.24019138755980862,0.01098901098901099,0
sample5605,40.82217973231358,0.021510516252390057,0.23948374760994265,0.011047070124879923,0
sample8898,40.77437858508604,0.021510516252390057,0.23932853717026378,0.011004784688995215,0
sample4001,40.707118967988535,0.021510516252390057,0.2386634844868735,0.010999521759923482,0
sample4658,37.04057279236277,0.021510516252390057,0.23807251908396945,0.010999521759923482,0
sample1763,37.02818920210225,0.021510516252390057,0.23984710941232681,0.011010052656773576,0
sample9049,36.64596273291925,0.021510516252390057,0.23829990448901622,0.01098901098901099,0
sample6536,36.4200477326969,0.021510516252390057,0.23984710941232681,0.011020603737422138,0
sample889,35.56405353728489,0.021510516252390057,0.24053665548634404,0.01110574601641719,0
sample1390,34.55847255369928,0.021510516252390057,0.23736892278360344,0.010978520286396181,0
sample2726,33.11036789297659,0.021510516252390057,0.23925501432664756,0.011015325670498084,0
sample7288,33.06258958432871,0.021510516252390057,0.23807251908396945,0.011036468330134356,0
sample6686,32.58587786259542,0.021510516252390057,0.2391200382592061,0.010983763132760267,0
sample4283,32.45697896749522,0.021510516252390057,0.23889154323936931,0.011020603737422138,0
sample8889,31.61659513590844,0.021510516252390057,0.23832221163012393,0.011138014527845037,0
sample7821,31.342570473005257,0.021510516252390057,0.2386634844868735,0.010999521759923482,0
sample5590,31.21414913957935,0.021510516252390057,0.24117931367810536,0.011041766682669226,0
sample7969,28.28475871954133,0.021510516252390057,0.23875598086124403,0.011015325670498084,0
sample8831,27.198852772466537,0.021510516252390057,0.23884892086330936,0.011068334937439845,0
sample8435,27.05544933078394,0.021510516252390057,0.23652837386742967,0.011036468330134356,0
sample1727,26.170009551098378,0.021510516252390057,0.23811809889582333,0.01098901098901099,0
sample1386,26.003824091778203,0.021510516252390057,0.23745819397993312,0.011057692307692308,0
sample8203,25.571428571428573,0.021510516252390057,0.23610451306413302,0.0109628217349857,0
sample5679,58.76731963688486,0.02150023889154324,0.23996175908221798,0.010999521759923482,0
sample7835,54.411764705882355,0.02150023889154324,0.23836657169990502,0.010910815939278937,0
sample6083,53.12947921643574,0.02150023889154324,0.23936932632584806,0.011015325670498084,0
sample4159,50.597228858098426,0.02150023889154324,0.2398276687410244,0.011010052656773576,0
sample3719,50.286259541984734,0.02150023889154324,0.23973256924546324,0.010978520286396181,0
sample7619,47.682752030578115,0.02150023889154324,0.23936932632584806,0.011004784688995215,0
sample5221,45.536992840095465,0.02150023889154324,0.23936932632584806,0.010978520286396181,0
sample4912,45.346062052505964,0.02150023889154324,0.23996175908221798,0.010978520286396181,0
sample3515,43.306336350643164,0.02150023889154324,0.239618138424821,0.010968049594659036,0
sample3225,41.28045867176302,0.02150023889154324,0.24019138755980862,0.010994263862332695,0
sample9030,40.32489249880554,0.02150023889154324,0.2387774594078319,0.011004784688995215,0
sample806,39.70377448638318,0.02150023889154324,0.23923444976076555,0.011031175059952039,0
sample31,38.25214899713467,0.02150023889154324,0.23971291866028707,0.011004784688995215,0
sample7551,37.577491654744875,0.02150023889154324,0.23973256924546324,0.01097328244274809,0
sample459,37.31485905398949,0.02150023889154324,0.24053665548634404,0.011095031355523395,0
sample8742,36.610978520286395,0.02150023889154324,0.23971291866028707,0.010999521759923482,0
sample3728,36.35496183206107,0.02150023889154324,0.23914081145584726,0.01102588686481304,0
sample5758,35.547061634018156,0.02150023889154324,0.2398276687410244,0.011004784688995215,0
sample2659,34.17540514775977,0.02150023889154324,0.2386850881372082,0.01097328244274809,0
sample4420,33.92175572519084,0.02150023889154324,0.2385496183206107,0.011004784688995215,0
sample752,33.730347784659365,0.02150023889154324,0.23809523809523808,0.01095759885659838,0
sample8627,33.556085918854414,0.02150023889154324,0.23736892278360344,0.010999521759923482,0
sample1408,33.25370281892021,0.02150023889154324,0.23804971319311663,0.010994263862332695,0
sample2492,32.33046800382044,0.02150023889154324,0.2379589890319504,0.011004784688995215,0
sample1777,31.53368370759675,0.02150023889154324,0.23969319271332695,0.010999521759923482,0
sample5096,31.13658070678128,0.02150023889154324,0.23852772466539196,0.010983763132760267,0
sample524,27.602674307545367,0.02150023889154324,0.23700524558893657,0.011047070124879923,0
sample9101,25.46583850931677,0.02150023889154324,0.23392091472129586,0.010994263862332695,0
sample62,24.892498805542285,0.02150023889154324,0.23465016658733936,0.011057692307692308,0
sample2,22.646918299092214,0.02150023889154324,0.23641563393708293,0.01110574601641719,0
sample2668,55.285714285714285,0.02148997134670487,0.23891273247496422,0.01095759885659838,0
sample869,51.6945107398568,0.02148997134670487,0.23843586075345732,0.011004784688995215,0
sample3304,51.071939018580274,0.02148997134670487,0.23927550047664442,0.01097328244274809,0
sample4316,50.97665555026203,0.02148997134670487,0.2369172216936251,0.01095759885659838,0
sample4220,50.023866348448685,0.02148997134670487,0.24053665548634404,0.010978520286396181,0
sample2730,49.235912129894935,0.02148997134670487,0.24157844080846969,0.01098901098901099,0
sample4867,47.401049117787316,0.02148997134670487,0.23996175908221798,0.01102588686481304,0
sample3103,46.41833810888252,0.02148997134670487,0.23984710941232681,0.010994263862332695,0
sample9189,46.025702046644454,0.02148997134670487,0.23893384102808188,0.010952380952380953,0
sample8985,40.64577397910731,0.02148997134670487,0.23719165085388993,0.010936757013789824,0
sample2864,40.63992359121299,0.02148997134670487,0.23948374760994265,0.01098901098901099,0
sample8092,40.41030534351145,0.02148997134670487,0.23891273247496422,0.010999521759923482,0
sample940,39.82808022922636,0.02148997134670487,0.23925501432664756,0.011015325670498084,0
sample5288,39.799809342230695,0.02148997134670487,0.239618138424821,0.0109628217349857,0
sample9610,39.74236641221374,0.02148997134670487,0.23984710941232681,0.011015325670498084,0
sample6308,39.37947494033413,0.02148997134670487,0.23934897079942558,0.010999521759923482,0
sample4970,38.91273247496424,0.02148997134670487,0.23938960419647115,0.010978520286396181,0
sample6273,38.39541547277937,0.02148997134670487,0.23984710941232681,0.01102588686481304,0
sample7830,38.34443387250238,0.02148997134670487,0.23882017126546146,0.010947168015230843,0
sample9723,38.2043935052531,0.02148997134670487,0.24007651841224295,0.011031175059952039,0
sample9495,37.82234957020057,0.02148997134670487,0.2359389895138227,0.01102588686481304,0
sample1628,37.60724499523356,0.02148997134670487,0.23927550047664442,0.010978520286396181,0
sample3985,37.34479465138491,0.02148997134670487,0.23862002874940105,0.011004784688995215,0
sample5527,35.95988538681949,0.02148997134670487,0.24065196548418025,0.01098901098901099,0
sample1548,35.76886341929322,0.02148997134670487,0.23807251908396945,0.011036468330134356,0
sample9002,34.80531813865147,0.02148997134670487,0.23859315589353614,0.01095759885659838,0
sample4930,34.653937947494036,0.02148997134670487,0.23996175908221798,0.011063011063011063,0
sample8935,34.620886981402,0.02148997134670487,0.23784556720686367,0.011052378664103796,0
sample2781,33.44465648854962,0.02148997134670487,0.23891273247496422,0.01098901098901099,0
sample8729,33.28557784145177,0.02148997134670487,0.24146224146224146,0.011057692307692308,0
sample4941,32.60143198090692,0.02148997134670487,0.2374821173104435,0.010978520286396181,0
sample697,31.23209169054441,0.02148997134670487,0.23925501432664756,0.011004784688995215,0
sample7810,30.56747734859323,0.02148997134670487,0.2370299857210852,0.01108433734939759,0
sample8447,29.212410501193318,0.02148997134670487,0.2390057361376673,0.010999521759923482,0
sample9782,29.039923954372625,0.02148997134670487,0.23811787072243346,0.011020603737422138,0
sample8355,27.936962750716333,0.02148997134670487,0.23807251908396945,0.011057692307692308,0
sample6641,27.849308536003814,0.02148997134670487,0.23773225345402574,0.010968049594659036,0
sample9554,27.783063748810658,0.02148997134670487,0.2349311817750356,0.011010052656773576,0
sample2687,26.634844868735083,0.02148997134670487,0.23255813953488372,0.011015325670498084,0
sample6293,26.443914081145586,0.02148997134670487,0.23355576739752146,0.011296660117878193,0
sample9883,26.16777883698761,0.02148997134670487,0.234052757793765,0.010978520286396181,0
sample6706,25.405921680993313,0.02148997134670487,0.23630300142925204,0.01098901098901099,0
sample4742,25.35816618911175,0.02148997134670487,0.23389021479713604,0.011010052656773576,0
sample6077,24.892703862660944,0.02148997134670487,0.2331433998100665,0.011036468330134356,0
sample7836,23.171889838556506,0.02148997134670487,0.23040604343720492,0.010926365795724466,0
sample5319,55.03099666189795,0.021479713603818614,0.23879885605338416,0.01098901098901099,0
sample1547,53.03030303030303,0.021479713603818614,0.23836657169990502,0.010936757013789824,0
sample1067,50.23832221163013,0.021479713603818614,0.23927550047664442,0.010968049594659036,0
sample6704,49.8574144486692,0.021479713603818614,0.23859315589353614,0.01095759885659838,0
sample8726,49.546971864568434,0.021479713603818614,0.23950381679389313,0.011010052656773576,0
sample9256,48.14108674928503,0.021479713603818614,0.23773225345402574,0.0109628217349857,0
sample5610,47.38095238095238,0.021479713603818614,0.23879885605338416,0.01095759885659838,0
sample6821,47.25798760133524,0.021479713603818614,0.23891273247496422,0.010968049594659036,0
sample7769,45.78370652691758,0.021479713603818614,0.23916150547879944,0.0109628217349857,0
sample2868,45.285714285714285,0.021479713603818614,0.23786869647954328,0.01095759885659838,0
sample1724,44.37559580552907,0.021479713603818614,0.23950381679389313,0.0109628217349857,0
sample4432,43.46793349168646,0.021479713603818614,0.2378917378917379,0.0109628217349857,0
sample8911,41.81384248210024,0.021479713603818614,0.24007651841224295,0.011010052656773576,0
sample9996,39.37947494033413,0.021479713603818614,0.24061597690086622,0.010999521759923482,0
sample4048,39.31297709923664,0.021479713603818614,0.23925501432664756,0.01097328244274809,0
sample6767,38.57892226990939,0.021479713603818614,0.23971291866028707,0.01097328244274809,0
sample3700,37.37470167064439,0.021479713603818614,0.23914081145584726,0.010999521759923482,0
sample3908,36.129647283126786,0.021479713603818614,0.2407673860911271,0.010968049594659036,0
sample8181,35.79952267303103,0.021479713603818614,0.2419277108433735,0.011004784688995215,0
sample640,34.541984732824424,0.021479713603818614,0.23891273247496422,0.011138014527845037,0
sample4858,34.30343511450382,0.021479713603818614,0.23946360153256704,0.01098901098901099,0
sample9176,34.04864091559371,0.021479713603818614,0.23984710941232681,0.011015325670498084,0
sample9951,32.0763723150358,0.021479713603818614,0.23770883054892603,0.011063011063011063,0
sample3656,31.933174224343677,0.021479713603818614,0.23932853717026378,0.01098901098901099,0
sample2486,31.599045346062052,0.021479713603818614,0.23971291866028707,0.01102588686481304,0
sample8498,31.095238095238095,0.021479713603818614,0.23677941877084327,0.01097328244274809,0
sample248,30.16175071360609,0.021479713603818614,0.23804971319311663,0.010952380952380953,0
sample1162,27.71946564885496,0.021479713603818614,0.23852772466539196,0.011004784688995215,0
sample7845,27.528625954198475,0.021479713603818614,0.2392874337987482,0.011063011063011063,0
sample8725,26.860687022900763,0.021479713603818614,0.23596574690770694,0.011143410852713179,0
sample1550,25.48926014319809,0.021479713603818614,0.23208353108685334,0.011041766682669226,0
sample3317,21.62291169451074,0.021479713603818614,0.2332541567695962,0.011041766682669226,0
sample1690,21.122740247383444,0.021479713603818614,0.2285849503076195,0.01097328244274809,0
sample8430,55.02620295378752,0.021469465648854963,0.23916150547879944,0.0109628217349857,0
sample1614,50.76335877862596,0.021469465648854963,0.24019138755980862,0.010978520286396181,0
sample6244,48.66412213740458,0.021469465648854963,0.23973256924546324,0.011004784688995215,0
sample4172,46.3263358778626,0.021469465648854963,0.2421611191509889,0.010999521759923482,0
sample8441,45.731998092513116,0.021469465648854963,0.23973256924546324,0.011036468330134356,0
sample4344,45.493562231759654,0.021469465648854963,0.23914081145584726,0.010968049594659036,0
sample569,44.88338886244645,0.021469465648854963,0.24007651841224295,0.010947168015230843,0
sample2422,44.75059382422803,0.021469465648854963,0.23811787072243346,0.010926365795724466,0
